location,WWI,AMI1,AMI2,PPI
Totem_Laurier,0.7278988468,0.917582004778,0.917582004778,2.62546168052
Parc,0.495723280575,1.10088382154,1.10088382154,3.7030995106
CSC,0.533765422774,1.1084398515,1.1084398515,3.45593869732
Rachel1,0.839062627717,0.962290641866,0.962290641866,8.47352024922
Berri1,0.645280271521,0.993448818736,0.993448818736,3.92011019284
PierDup,1.34427369817,0.563314051909,0.563314051909,19.4285714286
Maisonneuve_1,0.555985520641,1.00937286493,1.00937286493,4.46216768916
Maisonneuve_2,0.558386021943,0.884309520686,0.884309520686,3.29621848739
