Date,,Berri1,Berri1 IN,Berri1 OUT,CSC,CSC IN,CSC OUT,Maisonneuve_1,Mais1 IN,Mais1 OUT,Maisonneuve_2,Mais2 IN,Mais2 OUT,Parc,Parc IN,Parc OUT,PierDup,PierDup IN,PierDup OUT,Rachel1,Rachel1 IN,Rachel1 OUT,Saint-Urbain,Saint-Urbain New_IN,Saint-Urbain New_OUT,Totem_Laurier,Totem_Laurier_IN,Totem_Laurier_OUT
19/04/2008,0:00,2313,1046,1267,,,,1125,541,584,1738,973,765,,,,,,,,,,,,,,,
20/04/2008,0:00,2276,1041,1235,,,,1102,543,559,1646,890,756,,,,,,,,,,,,,,,
21/04/2008,0:00,3177,1451,1726,,,,1873,980,893,2633,1443,1190,,,,,,,,,,,,,,,
22/04/2008,0:00,3858,1795,2063,,,,2193,1173,1020,3005,1738,1267,,,,,,,,,,,,,,,
23/04/2008,0:00,2939,1371,1568,,,,1780,938,842,2642,1479,1163,,,,,,,,,,,,,,,
24/04/2008,0:00,3870,1874,1996,,,,2184,1167,1017,3130,1742,1388,,,,,,,,,,,,,,,
25/04/2008,0:00,3547,1664,1883,,,,2205,1101,1104,2836,1550,1286,,,,,,,,,,,,,,,
26/04/2008,0:00,2213,984,1229,,,,1085,590,495,1739,979,760,,,,,,,,,,,,,,,
27/04/2008,0:00,3125,1545,1580,,,,1362,664,698,1881,999,882,,,,,,,,,,,,,,,
28/04/2008,0:00,948,390,558,,,,707,392,315,1019,566,453,,,,,,,,,,,,,,,
29/04/2008,0:00,1254,579,675,,,,812,408,404,1246,700,546,,,,,,,,,,,,,,,
30/04/2008,0:00,2075,909,1166,,,,1427,744,683,1961,1081,880,,,,,,,,,,,,,,,
01/05/2008,0:00,3000,1333,1667,,,,1931,998,933,2491,1299,1192,,,,,,,,,,,,,,,
02/05/2008,0:00,3149,1483,1666,,,,2177,1088,1089,2921,1596,1325,,,,,,,,,,,,,,,
03/05/2008,0:00,760,348,412,,,,585,258,327,881,512,369,,,,,,,,,,,,,,,
04/05/2008,0:00,625,304,321,,,,470,231,239,626,354,272,,,,,,,,,,,,,,,
05/05/2008,0:00,4400,2024,2376,,,,2431,1314,1117,3403,1867,1536,,,,,,,,,,,,,,,
06/05/2008,0:00,4793,2288,2505,,,,2676,1374,1302,3702,2028,1674,,,,,,,,,,,,,,,
07/05/2008,0:00,4132,1877,2255,,,,2442,1326,1116,3200,1776,1424,,,,,,,,,,,,,,,
08/05/2008,0:00,3745,1859,1886,,,,2225,1214,1011,3097,1727,1370,,,,,,,,,,,,,,,
09/05/2008,0:00,4042,1868,2174,,,,2550,1358,1192,3245,1794,1451,,,,,,,,,,,,,,,
10/05/2008,0:00,2565,1234,1331,,,,1241,663,578,1984,1108,876,,,,,,,,,,,,,,,
11/05/2008,0:00,2740,1374,1366,,,,1156,597,559,1926,1073,853,,,,,,,,,,,,,,,
12/05/2008,0:00,4262,2167,2095,,,,2609,1440,1169,3783,2067,1716,,,,,,,,,,,,,,,
13/05/2008,0:00,5246,2727,2519,,,,3050,1703,1347,4364,2399,1965,,,,,,,,,,,,,,,
14/05/2008,0:00,5328,2714,2614,,,,3031,1683,1348,4080,2217,1863,,,,,,,,,,,,,,,
15/05/2008,0:00,3007,1559,1448,,,,1855,1000,855,2703,1477,1226,,,,,,,,,,,,,,,
16/05/2008,0:00,4185,2092,2093,,,,2729,1462,1267,3606,1967,1639,,,,,,,,,,,,,,,
17/05/2008,0:00,2905,1502,1403,,,,1289,683,606,1846,1054,792,,,,,,,,,,,,,,,
18/05/2008,0:00,2367,1222,1145,,,,1116,583,533,1630,900,730,,,,,,,,,,,,,,,
19/05/2008,0:00,404,203,201,,,,260,147,113,478,266,212,,,,,,,,,,,,,,,
20/05/2008,0:00,3339,1706,1633,,,,2146,1196,950,2969,1635,1334,,,,,,,,,,,,,,,
21/05/2008,0:00,3310,1681,1629,,,,2105,1151,954,2859,1582,1277,,,,,,,,,,,,,,,
22/05/2008,0:00,3102,1540,1562,,,,2058,1116,942,2984,1641,1343,,,,,,,,,,,,,,,
23/05/2008,0:00,3428,1722,1706,,,,2112,1149,963,2862,1579,1283,,,,,,,,,,,,,,,
24/05/2008,0:00,3450,1803,1647,,,,1566,806,760,2288,1266,1022,,,,,,,,,,,,,,,
25/05/2008,0:00,4799,2537,2262,,,,2030,1019,1011,2634,1480,1154,,,,,,,,,,,,,,,
26/05/2008,0:00,2251,1165,1086,,,,1468,781,687,2127,1168,959,,,,,,,,,,,,,,,
27/05/2008,0:00,4321,2294,2027,,,,2793,1484,1309,3504,1908,1596,,,,,,,,,,,,,,,
28/05/2008,0:00,232,132,100,,,,2972,1600,1372,3745,2096,1649,,,,,,,,,,,,,,,
29/05/2008,0:00,133,85,48,,,,2943,1596,1347,3858,2104,1754,,,,,,,,,,,,,,,
30/05/2008,0:00,98,60,38,,,,3299,1600,1699,3792,2098,1694,,,,,,,,,,,,,,,
31/05/2008,0:00,26,20,6,,,,473,222,251,729,425,304,,,,,,,,,,,,,,,
01/06/2008,0:00,134,104,30,,,,765,391,374,1189,668,521,,,,,,,,,,,,,,,
02/06/2008,0:00,49,25,24,,,,2153,1172,981,3034,1662,1372,,,,,,,,,,,,,,,
03/06/2008,0:00,106,47,59,,,,2197,1321,876,3110,1762,1348,,,,,,,,,,,,,,,
04/06/2008,0:00,112,56,56,,,,2350,1337,1013,3429,1880,1549,,,,,,,,,,,,,,,
05/06/2008,0:00,123,71,52,,,,3054,1830,1224,4534,2627,1907,,,,,,,,,,,,,,,
06/06/2008,0:00,133,74,59,,,,1923,1136,787,2877,1750,1127,,,,,,,,,,,,,,,
07/06/2008,0:00,78,46,32,,,,1734,989,745,2519,1590,929,,,,,,,,,,,,,,,
08/06/2008,0:00,85,63,22,,,,1292,694,598,2232,1274,958,,,,,,,,,,,,,,,
09/06/2008,0:00,108,71,37,,,,2167,1216,951,3240,1802,1438,,,,,,,,,,,,,,,
10/06/2008,0:00,3515,1345,2170,,,,2513,1325,1188,3933,2169,1764,,,,,,,,,,,,,,,
11/06/2008,0:00,4201,1522,2679,,,,3179,1752,1427,4641,2509,2132,,,,,,,,,,,,,,,
12/06/2008,0:00,4533,1597,2936,,,,3306,1809,1497,4714,2617,2097,,,,,,,,,,,,,,,
13/06/2008,0:00,4392,1576,2816,,,,3016,1626,1390,4441,2389,2052,,,,,,,,,,,,,,,
14/06/2008,0:00,2053,763,1290,,,,1011,538,473,1975,1110,865,,,,,,,,,,,,,,,
15/06/2008,0:00,3197,1165,2032,,,,994,531,463,2281,1298,983,,,,,,,,,,,,,,,
16/06/2008,0:00,3399,1305,2094,,,,2345,1326,1019,3889,2119,1770,,,,,,,,,,,,,,,
17/06/2008,0:00,3804,1369,2435,,,,2935,1607,1328,4245,2291,1954,,,,,,,,,,,,,,,
18/06/2008,0:00,2968,959,2009,,,,2277,1258,1019,3279,1825,1454,,,,,,,,,,,,,,,
19/06/2008,0:00,2552,960,1592,,,,1964,1130,834,2865,1595,1270,,,,,,,,,,,,,,,
20/06/2008,0:00,2616,902,1714,,,,2036,1102,934,3031,1668,1363,,,,,,,,,,,,,,,
21/06/2008,0:00,3390,1213,2177,,,,1985,1022,963,2452,1331,1121,,,,,,,,,,,,,,,
22/06/2008,0:00,1592,636,956,,,,871,439,432,1633,928,705,,,,,,,,,,,,,,,
23/06/2008,0:00,2338,890,1448,,,,1494,802,692,2779,1529,1250,,,,,,,,,,,,,,,
24/06/2008,0:00,3323,1236,2087,,,,2204,1162,1042,2368,1319,1049,,,,,,,,,,,,,,,
25/06/2008,0:00,4355,1651,2704,,,,2828,1499,1329,4351,2426,1925,,,,,,,,,,,,,,,
26/06/2008,0:00,3591,1313,2278,,,,2381,1290,1091,4214,2262,1952,,,,,,,,,,,,,,,
27/06/2008,0:00,3890,1435,2455,,,,2656,1377,1279,3863,2103,1760,,,,,,,,,,,,,,,
28/06/2008,0:00,1423,569,854,,,,870,441,429,1640,917,723,,,,,,,,,,,,,,,
29/06/2008,0:00,2145,850,1295,,,,1175,595,580,1875,1033,842,,,,,,,,,,,,,,,
30/06/2008,0:00,3908,1505,2403,,,,2495,1339,1156,3704,1998,1706,,,,,,,,,,,,,,,
01/07/2008,0:00,5364,2030,3334,,,,3424,1830,1594,3299,1781,1518,,,,,,,,,,,,,,,
02/07/2008,0:00,4925,1946,2979,,,,2986,1572,1414,5007,2715,2292,,,,,,,,,,,,,,,
03/07/2008,0:00,2061,761,1300,,,,1287,691,596,2419,1328,1091,,,,,,,,,,,,,,,
04/07/2008,0:00,4659,1763,2896,,,,3063,1611,1452,4738,2588,2150,,,,,,,,,,,,,,,
05/07/2008,0:00,3844,1477,2367,,,,2309,1184,1125,3001,1655,1346,,,,,,,,,,,,,,,
06/07/2008,0:00,3366,1342,2024,,,,1869,944,925,2832,1576,1256,,,,,,,,,,,,,,,
07/07/2008,0:00,4461,1797,2664,,,,2982,1605,1377,4694,2535,2159,,,,,,,,,,,,,,,
08/07/2008,0:00,4442,1800,2642,,,,2837,1517,1320,4777,2620,2157,,,,,,,,,,,,,,,
09/07/2008,0:00,2769,1069,1700,,,,1679,884,795,3048,1668,1380,,,,,,,,,,,,,,,
10/07/2008,0:00,4626,1737,2889,,,,2891,1553,1338,4694,2545,2149,,,,,,,,,,,,,,,
11/07/2008,0:00,3816,1493,2323,,,,2510,1320,1190,4153,2288,1865,,,,,,,,,,,,,,,
12/07/2008,0:00,4083,1463,2620,,,,2447,1254,1193,2892,1588,1304,,,,,,,,,,,,,,,
13/07/2008,0:00,869,383,486,,,,481,243,238,889,507,382,,,,,,,,,,,,,,,
14/07/2008,0:00,3654,1461,2193,,,,2441,1314,1127,3861,2102,1759,,,,,,,,,,,,,,,
15/07/2008,0:00,5000,1957,3043,,,,3197,1708,1489,4886,2659,2227,,,,,,,,,,,,,,,
16/07/2008,0:00,4245,1609,2636,,,,2577,1356,1221,4357,2357,2000,,,,,,,,,,,,,,,
17/07/2008,0:00,4888,1859,3029,,,,3053,1639,1414,4648,2585,2063,,,,,,,,,,,,,,,
18/07/2008,0:00,1849,769,1080,,,,1216,641,575,2136,1201,935,,,,,,,,,,,,,,,
19/07/2008,0:00,2895,1074,1821,,,,1737,890,847,2240,1244,996,,,,,,,,,,,,,,,
20/07/2008,0:00,2221,882,1339,,,,1233,623,610,1768,1017,751,,,,,,,,,,,,,,,
21/07/2008,0:00,3452,1296,2156,,,,2306,1240,1066,3364,1842,1522,,,,,,,,,,,,,,,
22/07/2008,0:00,3333,1266,2067,,,,2129,1137,992,3440,1876,1564,,,,,,,,,,,,,,,
23/07/2008,0:00,2757,1085,1672,,,,1672,882,790,3093,1736,1357,,,,,,,,,,,,,,,
24/07/2008,0:00,2642,1062,1580,,,,1651,889,762,3032,1657,1375,,,,,,,,,,,,,,,
25/07/2008,0:00,4549,1856,2693,,,,2995,1574,1421,3957,2291,1666,,,,,,,,,,,,,,,
26/07/2008,0:00,2282,935,1347,,,,1371,703,668,1792,1012,780,,,,,,,,,,,,,,,
27/07/2008,0:00,3237,1311,1926,,,,1797,906,891,2240,1281,959,,,,,,,,,,,,,,,
28/07/2008,0:00,3452,1393,2059,,,,2306,1240,1066,3635,1987,1648,,,,,,,,,,,,,,,
29/07/2008,0:00,5125,2063,3062,,,,3274,1750,1524,4698,2566,2132,,,,,,,,,,,,,,,
30/07/2008,0:00,4313,1560,2753,,,,2616,1379,1237,4297,2383,1914,,,,,,,,,,,,,,,
31/07/2008,0:00,3150,1224,1926,,,,1968,1057,911,3219,1841,1378,,,,,,,,,,,,,,,
01/08/2008,0:00,3446,1329,2117,,,,2085,1137,948,3482,1960,1522,,,,,,,,,,,,,,,
02/08/2008,0:00,103,65,38,,,,182,97,85,1827,1063,764,,,,,,,,,,,,,,,
03/08/2008,0:00,166,118,48,,,,135,69,66,1462,817,645,,,,,,,,,,,,,,,
04/08/2008,0:00,3401,1316,2085,,,,2029,1123,906,3685,2020,1665,,,,,,,,,,,,,,,
05/08/2008,0:00,4419,1724,2695,,,,2693,1479,1214,4506,2419,2087,,,,,,,,,,,,,,,
06/08/2008,0:00,1536,683,853,,,,945,510,435,1905,1047,858,,,,,,,,,,,,,,,
07/08/2008,0:00,2894,1197,1697,,,,1789,984,805,3242,1778,1464,,,,,,,,,,,,,,,
08/08/2008,0:00,1818,761,1057,,,,1104,602,502,2101,1159,942,,,,,,,,,,,,,,,
09/08/2008,0:00,2917,1141,1776,,,,1496,784,712,2313,1306,1007,,,,,,,,,,,,,,,
10/08/2008,0:00,2953,1248,1705,,,,2394,1236,1158,2172,1229,943,,,,,,,,,,,,,,,
11/08/2008,0:00,2404,978,1426,,,,1431,793,638,2799,1567,1232,,,,,,,,,,,,,,,
12/08/2008,0:00,3677,1478,2199,,,,2243,1232,1011,3722,2021,1701,,,,,,,,,,,,,,,
13/08/2008,0:00,3651,1423,2228,,,,2238,1206,1032,3819,2108,1711,,,,,,,,,,,,,,,
14/08/2008,0:00,4194,1687,2507,,,,2589,1426,1163,4125,2236,1889,,,,,,,,,,,,,,,
15/08/2008,0:00,3572,1479,2093,,,,2165,1181,984,3722,2013,1709,,,,,,,,,,,,,,,
16/08/2008,0:00,3161,1276,1885,,,,1626,853,773,2517,1437,1080,,,,,,,,,,,,,,,
17/08/2008,0:00,2921,1216,1705,,,,2368,1223,1145,2232,1272,960,,,,,,,,,,,,,,,
18/08/2008,0:00,2945,1110,1835,,,,1762,977,785,3175,1757,1418,,,,,,,,,,,,,,,
19/08/2008,0:00,4098,1693,2405,,,,2512,1174,1338,3410,1834,1576,,,,,,,,,,,,,,,
20/08/2008,0:00,4403,1833,2570,,,,3001,1574,1427,4252,2293,1959,,,,,,,,,,,,,,,
21/08/2008,0:00,4498,1837,2661,,,,3014,1560,1454,4276,2342,1934,,,,,,,,,,,,,,,
22/08/2008,0:00,4136,1664,2472,,,,2757,1464,1293,3996,2193,1803,,,,,,,,,,,,,,,
23/08/2008,0:00,2988,1172,1816,,,,1542,807,735,2265,1305,960,,,,,,,,,,,,,,,
24/08/2008,0:00,2279,893,1386,,,,1435,723,712,2189,1252,937,,,,,,,,,,,,,,,
25/08/2008,0:00,3629,1494,2135,,,,2557,1389,1168,4136,2265,1871,,,,,,,,,,,,,,,
26/08/2008,0:00,4470,1761,2709,,,,3105,1654,1451,4670,2586,2084,,,,,,,,,,,,,,,
27/08/2008,0:00,4552,1799,2753,,,,3282,1744,1538,4120,2210,1910,,,,,,,,,,,,,,,
28/08/2008,0:00,4023,1603,2420,,,,3007,1614,1393,2851,1522,1329,,,,,,,,,,,,,,,
29/08/2008,0:00,3427,1291,2136,,,,2531,1373,1158,2429,1285,1144,,,,,,,,,,,,,,,
30/08/2008,0:00,2347,969,1378,,,,1349,724,625,1160,635,525,,,,,,,,,,,,,,,
31/08/2008,0:00,2981,1189,1792,,,,1504,769,735,1694,924,770,,,,,,,,,,,,,,,
01/09/2008,0:00,3194,1248,1946,,,,1664,943,721,2235,1212,1023,,,,,,,,,,,,,,,
02/09/2008,0:00,5048,2061,2987,,,,2666,1501,1165,4600,2484,2116,,,,,,,,,,,,,,,
03/09/2008,0:00,5052,2083,2969,,,,2661,1470,1191,4959,2640,2319,,,,,,,,,,,,,,,
04/09/2008,0:00,4616,1766,2850,,,,2691,1492,1199,3631,1942,1689,,,,,,,,,,,,,,,
05/09/2008,0:00,4338,1764,2574,,,,2514,1399,1115,4488,2410,2078,,,,,,,,,,,,,,,
06/09/2008,0:00,1502,604,898,,,,825,436,389,920,505,415,,,,,,,,,,,,,,,
07/09/2008,0:00,2058,842,1216,,,,1008,527,481,1508,827,681,,,,,,,,,,,,,,,
08/09/2008,0:00,3715,1480,2235,,,,1934,1099,835,3664,1981,1683,,,,,,,,,,,,,,,
09/09/2008,0:00,1672,703,969,,,,880,497,383,1639,880,759,,,,,,,,,,,,,,,
10/09/2008,0:00,4633,2023,2610,,,,2441,1348,1093,4565,2435,2130,,,,,,,,,,,,,,,
11/09/2008,0:00,4700,1947,2753,,,,2739,1519,1220,3971,2143,1828,,,,,,,,,,,,,,,
12/09/2008,0:00,2117,832,1285,,,,1225,682,543,2453,1316,1137,,,,,,,,,,,,,,,
13/09/2008,0:00,2513,1046,1467,,,,1383,732,651,2129,1157,972,,,,,,,,,,,,,,,
14/09/2008,0:00,1183,562,621,,,,579,302,277,980,535,445,,,,,,,,,,,,,,,
15/09/2008,0:00,2708,1164,1544,,,,1410,802,608,2641,1418,1223,,,,,,,,,,,,,,,
16/09/2008,0:00,4761,2018,2743,,,,2511,1412,1099,4158,2218,1940,,,,,,,,,,,,,,,
17/09/2008,0:00,4073,1606,2467,,,,2149,1187,962,3441,1837,1604,,,,,,,,,,,,,,,
18/09/2008,0:00,4148,1706,2442,,,,2418,1340,1078,3917,2111,1806,,,,,,,,,,,,,,,
19/09/2008,0:00,3803,1436,2367,,,,2202,1227,975,3101,1667,1434,,,,,,,,,,,,,,,
20/09/2008,0:00,2637,1028,1609,,,,1450,769,681,1910,1044,866,,,,,,,,,,,,,,,
21/09/2008,0:00,1881,699,1182,,,,918,481,437,1416,776,640,,,,,,,,,,,,,,,
22/09/2008,0:00,4083,1540,2543,,,,2125,1208,917,3514,1912,1602,,,,,,,,,,,,,,,
23/09/2008,0:00,3905,1410,2495,,,,2060,1161,899,3663,1969,1694,,,,,,,,,,,,,,,
24/09/2008,0:00,4281,1649,2632,,,,2255,1246,1009,4929,2612,2317,,,,,,,,,,,,,,,
25/09/2008,0:00,4425,1677,2748,,,,2580,1431,1149,2860,1553,1307,,,,,,,,,,,,,,,
26/09/2008,0:00,3392,1319,2073,,,,1967,1095,872,3095,1659,1436,,,,,,,,,,,,,,,
27/09/2008,0:00,1477,648,829,,,,814,431,383,1071,581,490,,,,,,,,,,,,,,,
