week,long-term counter,estimate,actual,error
28,PierDup2014,3992.89965122,3721.64150943,271.258141782
28,Totem_Laurier2014,3649.49391296,3721.64150943,-72.1475964768
28,Parc2014,4497.76429292,3721.64150943,776.122783485
28,Maisonneuve_12014,3920.44359761,3721.64150943,198.802088171
29,Maisonneuve_22014,3837.37356549,3721.64150943,115.732056058
29,CSC2014,4472.77625085,3721.64150943,751.134741417
29,PierDup2014,3311.65169929,3721.64150943,-409.989810147
29,Totem_Laurier2014,3772.90725176,3721.64150943,51.2657423232
29,Parc2014,4525.62148806,3721.64150943,803.979978628
29,Maisonneuve_12014,3876.9956564,3721.64150943,155.354146969
30,Maisonneuve_22014,3566.60764153,3721.64150943,-155.033867905
30,CSC2014,4187.4351366,3721.64150943,465.793627167
30,PierDup2014,3165.65061794,3721.64150943,-555.990891496
30,Totem_Laurier2014,3594.46917503,3721.64150943,-127.172334403
30,Parc2014,4311.16090025,3721.64150943,589.519390818
30,Maisonneuve_12014,3747.49165704,3721.64150943,25.850147606
31,Maisonneuve_22014,3640.09764151,3721.64150943,-81.5438679266
31,CSC2014,3985.86329381,3721.64150943,264.221784376
31,PierDup2014,3169.63469096,3721.64150943,-552.006818473
31,Totem_Laurier2014,3652.47186583,3721.64150943,-69.1696436061
31,Parc2014,4242.82582585,3721.64150943,521.184316413
31,Maisonneuve_12014,4201.78445043,3721.64150943,480.142940993
32,Maisonneuve_22014,3732.72803484,3721.64150943,11.0865254052
32,CSC2014,4202.96254657,3721.64150943,481.321037136
32,PierDup2014,2993.5306953,3721.64150943,-728.110814139
32,Totem_Laurier2014,3558.0650967,3721.64150943,-163.576412739
32,Parc2014,4274.8931024,3721.64150943,553.251592963
32,Maisonneuve_12014,4008.86355413,3721.64150943,287.222044701
33,Maisonneuve_22014,3607.90505688,3721.64150943,-113.736452553
33,CSC2014,4024.19331042,3721.64150943,302.551800987
33,PierDup2014,4536.35232305,3721.64150943,814.710813619
33,Totem_Laurier2014,3227.9008299,3721.64150943,-493.74067953
33,Parc2014,3809.98972513,3721.64150943,88.3482156924
33,Maisonneuve_12014,3627.87716821,3721.64150943,-93.7643412223
34,Maisonneuve_22014,3896.4846598,3721.64150943,174.84315037
34,CSC2014,3974.32340958,3721.64150943,252.681900149
34,PierDup2014,3252.90556915,3721.64150943,-468.735940282
34,Totem_Laurier2014,3667.22395988,3721.64150943,-54.4175495507
34,Parc2014,3930.41094795,3721.64150943,208.769438518
34,Maisonneuve_12014,3803.74554253,3721.64150943,82.1040331006
35,Maisonneuve_22014,3686.93328876,3721.64150943,-34.7082206725
35,CSC2014,3872.51646942,3721.64150943,150.874959986
35,PierDup2014,3531.85551722,3721.64150943,-189.785992216
35,Totem_Laurier2014,3313.44817188,3721.64150943,-408.193337551
35,Parc2014,3662.09398568,3721.64150943,-59.5475237562
35,Maisonneuve_12014,3633.10999282,3721.64150943,-88.5315166183
36,Maisonneuve_22014,3782.95782918,3721.64150943,61.3163197464
36,CSC2014,3501.57214246,3721.64150943,-220.069366972
36,PierDup2014,3740.46224603,3721.64150943,18.8207365939
36,Totem_Laurier2014,3387.11143542,3721.64150943,-334.530074013
36,Parc2014,3641.11728153,3721.64150943,-80.5242278994
36,Maisonneuve_12014,3810.98737563,3721.64150943,89.345866196
37,Maisonneuve_22014,3444.67104193,3721.64150943,-276.970467503
37,CSC2014,2898.78089402,3721.64150943,-822.860615416
37,PierDup2014,5363.18057452,3721.64150943,1641.53906509
37,Totem_Laurier2014,3223.53683037,3721.64150943,-498.104679068
37,Parc2014,3052.06318838,3721.64150943,-669.578321056
37,Maisonneuve_12014,3516.47173557,3721.64150943,-205.169773867
38,Maisonneuve_22014,3395.81956958,3721.64150943,-325.821939852
38,CSC2014,3089.02097992,3721.64150943,-632.620529518
38,PierDup2014,5488.45553602,3721.64150943,1766.81402658
38,Totem_Laurier2014,3230.56942501,3721.64150943,-491.072084421
38,Parc2014,3086.95210472,3721.64150943,-634.689404717
38,Maisonneuve_12014,3356.55099343,3721.64150943,-365.090516004
39,Maisonneuve_22014,3635.77877273,3721.64150943,-85.8627367009
39,CSC2014,3410.62947129,3721.64150943,-311.012038148
39,PierDup2014,5359.48425744,3721.64150943,1637.84274801
39,Totem_Laurier2014,3463.01633411,3721.64150943,-258.625175327
39,Parc2014,3297.13178893,3721.64150943,-424.509720502
39,Maisonneuve_12014,3660.89917541,3721.64150943,-60.7423340288
40,Maisonneuve_22014,3317.90881884,3721.64150943,-403.732690592
40,CSC2014,2968.42192373,3721.64150943,-753.219585701
40,PierDup2014,6201.40270954,3721.64150943,2479.76120011
40,Totem_Laurier2014,2978.55191728,3721.64150943,-743.089592154
40,Parc2014,2948.16659397,3721.64150943,-773.474915467
40,Maisonneuve_12014,3367.94748011,3721.64150943,-353.694029325
41,Maisonneuve_22014,3368.59631952,3721.64150943,-353.045189914
41,CSC2014,3177.88851536,3721.64150943,-543.752994077
41,PierDup2014,8267.88648836,3721.64150943,4546.24497893
41,Totem_Laurier2014,3125.64597389,3721.64150943,-595.995535541
41,Parc2014,3078.5684138,3721.64150943,-643.073095632
41,Maisonneuve_12014,3424.72310818,3721.64150943,-296.918401258
42,Maisonneuve_22014,3403.44634967,3721.64150943,-318.195159766
42,CSC2014,3398.76746585,3721.64150943,-322.874043582
42,PierDup2014,7242.6368214,3721.64150943,3520.99531197
42,Totem_Laurier2014,2885.29978839,3721.64150943,-836.341721042
42,Parc2014,2966.59480515,3721.64150943,-755.046704283
42,Maisonneuve_12014,3515.85982477,3721.64150943,-205.781684664
43,Maisonneuve_22014,3240.1992677,3721.64150943,-481.442241732
43,CSC2014,3371.5742163,3721.64150943,-350.067293133
43,PierDup2014,8450.08930052,3721.64150943,4728.44779108
43,Totem_Laurier2014,2741.89385276,3721.64150943,-979.747656674
43,Parc2014,2656.41664694,3721.64150943,-1065.22486249
43,Maisonneuve_12014,3375.40981476,3721.64150943,-346.231694678
44,Maisonneuve_22014,5166.46527876,3721.64150943,1444.82376932
44,CSC2014,2999.32236783,3721.64150943,-722.319141608
44,PierDup2014,12620.6539654,3721.64150943,8899.012456
44,Totem_Laurier2014,2981.62418326,3721.64150943,-740.017326176
44,Parc2014,2716.96311471,3721.64150943,-1004.67839472
44,Maisonneuve_12014,4905.65063977,3721.64150943,1184.00913033
