location,WWI,AMI,PPI
LLYN2014,0.3509663405,2.5666243207,3.74719101124
LLYN2011,0.430965397333,1.90355270821,2.54761904762
LLYN2012,0.380717169828,2.40584226568,4.65384615385
LLYN2013,0.359270813641,2.53416234413,5.42276422764
ALEX2011,0.719587624225,1.43850786081,2.72580645161
LMET2012,0.405116273733,1.82082760294,3.24463519313
LMET2011,0.423643674516,1.58474545782,2.2311827957
ALEX2012,0.700271898164,1.49173599352,3.28571428571
ALEX2014,0.678454218195,1.48710638376,2.10893246187
LMET2014,0.380875076772,1.98216254784,2.75186219739
CRTZ2014,1.20574843025,0.705422794118,3.86637931034
CRTZ2011,1.14500797349,0.788909954459,3.48958333333
CRTZ2012,1.11296875257,0.810280973779,7.2380952381
CRTZ2013,1.15759971336,0.742962747756,5.55341880342
ORPY2013,0.819339917674,1.49006399461,18.3735632184
ORPY2012,0.800712533271,1.56975810572,46.0
ORPY2011,0.806605155133,1.54326745679,8.71428571429
ORPY2014,0.789141449372,1.52983098874,12.1764705882
LMET2013,0.38839799414,1.9199603109,3.55952380952
COBY2011,0.975657303504,0.822576528108,2.93333333333
COBY2012,0.91327366122,0.90679461328,3.9652173913
COBY2013,0.89415621862,0.892799345557,3.49410029499
COBY2014,0.881384469482,0.89120417776,2.82100938967
ALEX2013,0.690714612008,1.40667190383,2.63541666667
